Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Gender_Male,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,0,0,39,1,0,75,3017,1,96,4696,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,12,1,1,100,1164,1,96,3682,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0,26,1,0,105,2710,1,100,3157,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,18,0,1,48,810,1,92,2167,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,2,0,1,24,36,1,91,2635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,4,1,0,20,85,1,85,5822,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,1,0,1,1,1,49,49,1,76,4989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,9,1,0,20,178,1,98,3361,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,2,1,0,50,115,1,78,5461,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,29,1,1,95,2745,1,95,2151,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,0,1,0,0,25,25,1,87,4628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,9,1,0,45,416,1,73,3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,50,1,1,84,4116,1,80,5135,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,75,75,1,83,4335,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,54,1,1,70,3715,1,95,4596,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,0,42,1,1,101,4273,1,66,5545,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,45,45,1,78,5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,20,20,1,95,4933,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,9,0,0,40,328,1,98,4800,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1,1,0,46,1,1,101,4680,1,88,2436,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,1,69,69,1,82,5795,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,13,1,1,75,999,1,68,2189,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,19,1,0,100,1888,1,71,2608,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
1,0,0,1,1,1,71,71,1,85,5287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,24,0,1,54,1240,1,95,5153,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,1,0,67,1,1,108,7156,1,90,5516,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,0,6,1,1,49,270,1,86,5271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,20,1,1,19,374,1,86,3785,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,20,1,1,79,1520,1,95,4997,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,46,1,1,80,3605,1,75,4876,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,11,1,1,102,1145,1,88,5750,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,2,1,0,20,38,1,83,3845,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,1,1,70,70,1,73,3901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,16,1,1,89,1448,1,87,5953,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,0,3,1,1,96,291,1,72,3260,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,57,1,1,104,5921,1,80,4471,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,5,1,1,50,249,1,94,2353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,1,0,49,219,1,83,5858,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,7,1,1,94,669,1,99,5267,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,1,1,1,68,68,1,75,5644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,1,1,93,196,1,70,4998,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,4,1,1,76,318,1,75,3685,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,1,24,24,1,65,2121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,7,1,1,89,631,1,91,4154,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,0,4,1,1,80,307,1,65,4167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,1,1,55,55,1,87,5527,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,79,79,1,80,3555,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,1,95,95,1,82,4489,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,0,0,25,25,1,82,3196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,41,1,1,98,4187,1,100,2169,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,66,1,0,79,5154,1,73,5910,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,0,35,1,1,101,3496,1,92,3689,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,10,1,1,89,914,1,76,5124,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,54,1,0,109,6110,1,90,6274,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,2,1,0,19,28,1,94,2279,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,26,1,1,91,2351,1,76,5154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,15,1,1,49,679,1,86,5209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,31,1,0,65,1994,1,68,4403,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,0,0,18,1,1,85,1505,1,99,5145,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,61,1,1,94,5638,1,71,6295,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,1,1,1,71,71,1,84,5674,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,24,1,1,104,2542,1,72,4734,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,3,1,1,74,210,1,94,3207,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,1,74,74,1,71,4684,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,43,1,1,101,4388,1,87,3123,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,4,1,1,100,420,1,82,2650,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,25,1,1,89,2177,1,97,2673,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,1,0,57,1,1,70,3913,1,81,4669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,4,1,1,105,443,1,66,4663,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,1,0,36,1,1,96,3436,1,82,4652,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,1,1,0,70,70,1,69,3022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,35,1,1,85,3110,1,99,3833,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,4,1,1,73,280,1,71,4479,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,58,1,1,109,6144,1,89,6424,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,0,0,30,1,1,100,2983,1,90,3598,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,21,1,1,74,1565,1,91,5630,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,1,1,101,298,1,73,4480,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,1,0,41,1,1,111,4534,1,93,3711,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,1,0,21,0,1,55,1157,1,74,5531,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,1,1,0,45,45,1,97,3531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,11,1,0,74,815,1,76,4251,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,80,80,1,72,3947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,0,72,1,1,109,8109,1,97,4261,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,3,0,0,35,108,1,100,5450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,1,1,0,78,78,1,87,5075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,47,1,1,106,5127,1,99,4804,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,18,1,0,49,874,1,75,4028,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1,0,69,69,1,83,2767,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,20,1,1,90,1776,1,85,2058,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,6,1,1,93,536,1,71,5617,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,1,1,80,80,1,77,3096,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,48,1,1,82,4029,1,93,3365,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
0,1,0,3,1,1,20,51,1,90,4115,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
1,0,0,2,1,1,78,149,1,92,5203,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,78,78,1,81,2728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,1,42,42,1,87,4895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,3,0,0,34,139,1,88,2802,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,9,0,0,58,539,1,95,3032,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1,0,0,49,1,1,96,4718,1,74,5904,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,6,1,0,74,434,1,100,3964,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,6,1,1,105,545,1,90,4163,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,16,1,1,73,1284,1,77,3226,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,7,1,1,84,646,1,80,5245,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,25,1,0,24,692,1,94,4931,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,0,20,1,1,85,1727,1,75,3336,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,4,0,1,24,86,1,70,4909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,28,1,1,105,2979,1,72,2464,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,0,1,24,24,1,85,2846,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,11,1,1,76,837,1,76,2291,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,4,1,1,93,362,1,73,4554,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,54,1,1,101,5373,1,68,6405,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,0,28,1,1,74,2068,1,98,5392,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,2,1,1,69,131,1,74,4596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,24,24,1,67,3162,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,1,1,0,50,50,1,87,3420,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,14,1,1,100,1415,1,72,5224,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,1,1,1,20,20,1,76,2398,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,4,1,1,74,321,1,71,5882,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,20,0,1,24,482,1,94,3298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,14,1,1,71,914,1,95,3228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,30,0,1,40,1172,1,94,3016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,3,0,1,50,155,1,83,4800,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,40,1,1,84,3303,1,99,5764,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1,1,2,1,0,65,134,1,96,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,1,1,0,70,70,1,90,4123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,10,1,1,94,953,1,97,3074,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,1,1,0,19,19,1,100,4851,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,14,1,1,65,937,1,90,2881,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,58,1,1,98,5812,1,91,4662,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,22,1,1,67,1544,1,76,3378,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0,0,1,1,1,69,69,1,79,2412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,49,1,0,84,4059,1,73,6452,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,1,0,68,1,1,100,6851,1,70,4481,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,78,78,1,98,3458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,7,1,0,73,520,1,87,2679,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,9,1,1,74,706,1,82,5003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,20,20,1,81,5355,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,24,1,1,93,2264,1,100,4937,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,2,0,1,25,56,1,77,4810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,27,1,1,95,2510,1,75,2999,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,57,0,1,39,2111,1,66,4917,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,1,20,20,1,85,2783,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,13,0,1,23,300,1,82,2967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,85,85,1,95,4931,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,63,1,0,99,6137,1,71,4776,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,25,1,1,84,2043,1,70,4203,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,35,1,1,75,2576,1,94,4639,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,71,0,0,49,3515,1,95,4879,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
0,0,0,6,1,1,74,469,1,87,4160,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,15,1,1,101,1457,1,85,3968,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,9,1,1,18,185,1,78,5403,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,37,0,0,28,973,1,82,4429,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0,2,0,0,24,41,1,72,3278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,29,1,0,98,2862,1,93,4235,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,1,0,5,1,1,79,343,1,90,4324,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,28,1,1,103,2890,1,78,4136,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,11,1,1,96,1222,1,92,3101,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,55,1,1,104,5743,1,86,4369,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,24,1,1,102,2496,1,66,5245,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
0,0,0,1,1,0,90,90,1,92,2540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,6,1,1,50,288,1,88,4713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,4,1,1,90,368,1,98,3212,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,3,1,1,75,256,1,79,4062,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,1,1,68,68,1,89,5753,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,11,1,1,73,791,1,75,4509,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,69,69,1,65,5341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,5,1,1,70,346,1,84,4944,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,8,1,1,94,773,1,71,2632,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,1,1,22,1,0,61,1422,1,87,4626,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1,0,29,1,1,84,2467,1,99,2651,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,13,1,1,75,989,1,89,4800,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
1,1,0,43,1,1,109,4830,1,69,5863,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,0,3,1,1,19,59,1,81,5000,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,2,1,0,66,94,1,87,4522,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,0,66,1,1,100,6871,1,72,4512,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,0,62,1,0,102,6529,1,87,5090,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
0,1,0,17,1,0,90,1454,1,91,2026,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,56,1,1,25,1327,1,79,6484,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,31,1,1,79,2404,1,67,2554,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,2,1,1,49,114,1,78,3599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,66,1,1,105,6975,1,86,6117,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,0,3,1,0,91,257,1,91,2704,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,1,1,0,0,40,40,1,93,5434,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,31,1,1,73,2217,1,75,2560,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,14,1,1,89,1129,1,81,4107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,1,35,1,0,72,2568,1,83,5898,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,0,37,1,1,96,3580,1,81,4448,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,7,0,1,40,293,1,68,4414,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,24,1,1,101,2440,1,87,4287,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,1,0,79,79,1,81,5082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,32,1,0,84,2781,1,68,3553,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,1,1,1,89,89,1,79,2905,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,17,1,0,94,1607,1,66,4103,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,19,1,1,78,1490,1,72,3666,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,1,1,44,92,1,86,5655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,8,1,1,75,606,1,92,4174,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,19,19,1,84,5890,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,0,1,1,1,80,80,1,87,4138,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,74,74,1,73,5919,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,9,1,1,80,751,1,71,5242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,3,0,0,24,66,1,69,3503,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,49,1,1,90,4515,1,70,5651,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
0,1,0,2,1,0,79,165,1,65,3039,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
