Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,tenure_group,avg_charges,total services,engagement_score,charge_ratio
0,0,0,10,1,1,98.7,973.25,1,68,5561,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,88.47727272727273,3,5,0.10130869899923017
0,0,0,1,1,0,76.35,76.35,1,67,5613,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,38.175,1,2,0.9870717517776342
0,0,0,23,1,1,79.15,1676.95,1,68,5216,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,69.87291666666667,1,4,0.04717065466789833
1,1,0,32,1,1,85.0,2642.05,1,94,4584,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,80.06212121212121,1,5,0.03215981536482473
1,1,0,32,1,0,85.3,2661.1,1,75,2712,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,80.63939393939394,1,4,0.03204237256301416
0,0,0,31,1,1,86.55,2697.4,1,74,4198,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,84.29375,1,5,0.032074562703824486
0,0,0,19,1,1,73.85,1424.5,1,89,2251,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,71.225,1,4,0.051806383725008766
1,1,0,57,0,1,44.85,2572.95,1,82,5172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,44.36120689655172,2,7,0.017424580897064824
1,0,0,1,1,0,45.1,45.1,1,79,4499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22.55,0,1,0.9783080260303688
0,0,0,24,1,1,96.0,2122.45,1,71,3068,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,84.898,3,6,0.0452094468906732
0,0,0,1,1,0,20.05,20.05,1,66,4710,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,10.025,0,1,0.9524940617577197
0,1,0,65,1,0,108.65,6937.95,1,79,6120,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,4,105.12045454545455,5,9,0.01565798860058078
0,0,0,10,1,1,45.55,402.6,1,67,4097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,36.6,0,2,0.11285926660059463
0,1,0,2,0,1,35.1,68.75,1,78,2643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,22.916666666666668,1,3,0.503225806451613
0,0,0,1,1,0,46.2,46.2,1,76,4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.1,0,1,0.978813559322034
0,0,0,1,1,0,45.15,45.15,1,89,5828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22.575,0,1,0.9783315276273022
1,0,0,1,0,1,43.3,43.3,1,91,4972,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,21.65,3,5,0.9774266365688488
1,0,0,38,1,1,57.15,2250.65,1,75,3110,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,57.70897435897436,2,6,0.02538138698287922
0,1,0,19,1,1,73.2,1441.1,1,97,4718,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,72.05499999999999,1,4,0.050759309340545046
0,0,0,52,1,1,85.35,4338.6,1,98,6402,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,81.86037735849057,2,7,0.019667711309798136
0,0,0,1,1,0,45.95,45.95,1,69,4888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.975,0,1,0.9787007454739084
0,0,0,3,1,0,83.75,247.25,1,65,4852,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,61.8125,2,3,0.337361530715005
0,0,0,1,1,1,70.05,70.05,1,69,2699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35.025,0,2,0.9859254046446164
0,0,0,2,1,1,86.0,165.45,1,77,4546,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,55.15,1,3,0.5166716731751277
1,1,0,35,1,1,100.5,3653.35,1,81,4745,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,101.48194444444444,4,8,0.027501470849809133
0,0,0,16,1,0,72.65,1194.3,1,73,2850,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,70.25294117647059,0,2,0.060779720572241284
0,1,0,1,1,1,21.0,21.0,1,90,3753,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,10.5,0,2,0.9545454545454546
1,0,0,1,1,0,45.1,45.1,1,70,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.55,0,1,0.9783080260303688
1,1,0,30,1,1,50.4,1527.5,1,83,4795,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49.274193548387096,1,5,0.03297350343473994
1,0,0,5,1,0,78.95,378.4,1,65,4054,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,63.06666666666666,1,2,0.20809172377438062
0,0,0,56,1,1,94.45,5124.6,1,96,4830,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,4,89.90526315789474,3,8,0.018427110972373966
0,0,0,44,1,1,84.8,3862.55,1,66,3997,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,85.83444444444444,2,6,0.02194872591269687
0,0,0,1,1,0,50.9,50.9,1,83,5111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,25.45,1,2,0.9807321772639692
0,1,0,49,1,1,99.8,4872.45,1,83,6088,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4,97.449,3,8,0.02047830592290882
0,1,0,47,1,1,107.35,5118.95,1,98,3620,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,3,106.64479166666666,4,8,0.020967001630875302
0,1,0,31,1,1,19.55,658.95,1,67,2687,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,3,20.5921875,0,4,0.029623456322448668
0,0,0,3,1,1,79.1,246.5,1,74,5339,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,61.625,2,4,0.3195959595959596
0,0,0,8,0,0,25.5,215.2,1,78,5578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23.91111111111111,0,1,0.1179463459759482
0,0,0,2,1,0,80.75,159.45,1,87,2176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,53.15,1,2,0.503272047366781
0,1,0,65,1,1,91.85,5940.85,1,82,5530,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,90.01287878787879,2,7,0.015458148556426026
0,0,0,1,1,1,75.35,75.35,1,90,5284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37.675,1,3,0.9869024230517355
0,0,0,1,1,1,75.45,75.45,1,74,5518,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37.725,0,2,0.986919555264879
0,0,0,24,1,1,49.55,1210.4,1,80,5005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48.416000000000004,1,4,0.04090308733696549
0,0,0,69,1,1,78.6,5356.45,1,93,6230,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,4,76.52071428571428,5,10,0.014671158853559062
0,1,0,7,1,1,81.1,576.65,1,87,3238,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,72.08125,1,3,0.14039643382671166
0,1,0,11,1,1,74.95,825.7,1,70,2044,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,68.80833333333334,0,2,0.09066166686827144
1,0,0,1,1,1,93.55,93.55,1,81,5536,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,46.775,2,4,0.9894235854045479
0,1,0,58,1,1,102.1,5885.4,1,96,4415,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,4,99.75254237288135,4,9,0.017345066594183202
0,1,0,14,1,1,90.9,1259.0,1,70,5148,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,83.93333333333334,2,5,0.07214285714285715
0,1,0,12,0,0,29.2,309.1,1,94,3747,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23.77692307692308,1,2,0.09416317316994517
0,1,0,25,1,1,89.15,2257.75,1,97,5853,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,3,86.83653846153847,3,7,0.03946873270614278
1,1,0,58,1,1,108.85,6287.25,1,91,4739,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,4,106.5635593220339,5,10,0.01731006241800183
1,0,0,16,1,1,84.75,1350.15,1,99,5136,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,79.42058823529412,1,4,0.0627243459275432
0,1,0,1,1,1,45.7,45.7,1,99,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22.85,0,2,0.9785867237687366
1,0,0,1,1,1,69.95,69.95,1,94,3208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.975,0,2,0.9859055673009162
0,1,0,2,0,0,44.6,97.1,1,70,5482,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,32.36666666666667,2,3,0.454638124362895
0,0,0,23,1,1,74.95,1710.45,1,89,5897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,71.26875,0,3,0.043793274708580444
0,0,0,57,1,1,95.25,5464.65,1,93,5789,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,4,94.21810344827585,3,8,0.017427021488752484
0,0,0,24,1,1,89.85,2165.05,1,95,2050,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,86.602,2,5,0.04148103691050529
0,1,0,49,1,0,100.45,4941.8,1,90,4235,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,4,98.836,3,7,0.020322489277332687
0,0,0,5,1,0,47.15,223.15,1,82,2857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37.19166666666667,0,1,0.21035021191166628
0,0,0,2,1,1,80.2,181.1,1,99,2384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,60.36666666666667,1,3,0.44041735310269087
0,0,0,4,1,1,87.1,341.45,1,80,5587,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,68.28999999999999,2,4,0.2543436998101913
0,0,0,5,1,1,75.9,357.75,1,87,3520,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.625,0,2,0.2115679442508711
0,1,0,47,1,1,98.75,4533.7,1,80,4622,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,3,94.45208333333333,4,8,0.02177652325401901
0,0,0,10,1,0,86.45,830.85,1,80,5699,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,75.53181818181818,1,2,0.10392498647592716
0,0,0,1,1,1,45.3,45.3,1,69,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.65,0,2,0.978401727861771
0,1,0,67,1,0,104.1,7040.85,1,74,4857,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,4,103.54191176470589,4,8,0.01478304706859703
1,1,0,5,1,1,81.0,371.65,1,99,4287,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,61.94166666666666,1,3,0.21736213605259627
0,1,0,67,1,1,90.6,6056.15,1,73,4394,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,89.06102941176471,3,8,0.014957529531215175
0,1,0,15,1,0,88.15,1390.6,1,79,2524,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,86.9125,2,4,0.06334435182523715
0,0,0,1,1,1,20.2,20.2,1,92,4325,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,10.1,0,2,0.9528301886792453
0,1,0,26,1,1,90.8,2361.8,1,75,2641,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,87.47407407407408,2,6,0.03842898256306077
0,0,0,22,1,1,79.35,1730.35,1,68,4718,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,75.23260869565217,1,4,0.045831287723452796
1,0,0,21,1,1,96.8,2030.3,1,87,4317,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,92.28636363636363,3,6,0.04765421158863782
0,1,0,47,1,1,83.35,4065.0,1,98,2516,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,84.6875,2,6,0.020499262174126905
0,0,0,2,1,1,49.4,106.55,1,97,5115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35.516666666666666,0,2,0.4593212459321246
0,1,0,22,1,1,79.2,1742.75,1,91,3410,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,75.77173913043478,4,7,0.04541935483870968
0,1,0,7,1,0,48.7,340.25,1,98,2984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,42.53125,1,2,0.1427106227106227
0,0,0,1,1,1,95.6,95.6,1,79,4091,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,47.8,3,5,0.989648033126294
0,0,0,49,1,1,59.75,2934.3,1,78,6006,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,58.68600000000001,2,7,0.020355670629918575
1,0,0,43,1,1,108.15,4600.7,1,86,2833,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,3,104.56136363636364,5,9,0.023502183975487322
0,0,0,1,1,0,71.35,71.35,1,77,2619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35.675,0,1,0.9861782999308915
0,0,0,1,1,1,20.15,20.15,1,86,4939,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,10.075,0,2,0.9527186761229315
0,0,0,1,1,0,69.75,69.75,1,66,2901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.875,0,1,0.9858657243816255
1,1,0,32,1,1,93.2,2931.0,1,90,5247,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,88.81818181818181,2,6,0.031787175989085946
0,1,0,17,1,0,80.85,1400.85,1,77,5174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,77.82499999999999,1,3,0.057673788208438846
0,0,0,4,0,1,33.65,137.85,1,95,2563,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27.57,2,4,0.24234785740007203
0,0,0,1,1,1,79.95,79.95,1,99,4815,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,39.975,1,3,0.9876466954910439
0,0,0,1,1,0,19.3,19.3,1,92,3236,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,9.65,0,1,0.9507389162561576
0,1,0,37,1,1,99.2,3754.6,1,79,3599,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,3,98.80526315789473,4,8,0.026413888593034403
0,1,0,8,1,1,85.2,627.4,1,95,2887,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69.71111111111111,1,3,0.13558243157224698
0,0,0,3,1,0,75.25,242.0,1,83,5898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60.5,0,1,0.3096707818930041
0,0,0,1,1,0,54.35,54.35,1,87,4212,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,27.175,1,2,0.98193315266486
0,1,0,5,0,1,24.95,100.4,1,79,5865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16.733333333333334,0,2,0.24605522682445757
0,1,0,40,0,1,42.35,1716.45,1,67,5422,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,3,41.864634146341466,3,7,0.02465865090686774
0,0,0,1,1,1,75.3,75.3,1,100,3596,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37.65,0,2,0.9868938401048493
0,0,0,51,1,1,94.8,4837.6,1,94,5074,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4,93.03076923076924,3,8,0.019592444095399494
1,0,0,1,1,1,70.55,70.55,1,82,2146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35.275,0,2,0.9860237596086653
0,1,0,33,1,0,86.15,2745.7,1,66,3336,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,80.75588235294117,1,4,0.03136491062001675
0,1,0,30,1,1,85.0,2624.25,1,97,3698,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,84.65322580645162,1,5,0.032377868774402435
0,0,0,2,1,0,80.55,184.1,1,69,2856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,61.36666666666667,1,2,0.4351701782820097
0,0,0,2,1,1,75.8,160.75,1,98,5270,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,53.583333333333336,1,3,0.4686244204018547
1,1,0,29,1,1,98.5,3004.15,1,72,5137,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3,100.13833333333334,3,7,0.032777066036637104
1,1,0,13,1,1,95.25,1233.65,1,97,2982,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,88.11785714285715,2,5,0.07714736969991495
1,1,0,7,1,1,74.4,527.9,1,96,4969,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,65.9875,0,2,0.1406693136698809
0,0,0,30,1,0,85.15,2555.9,1,76,4417,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,82.4483870967742,2,5,0.033302045445656854
1,0,0,2,1,1,88.55,179.25,1,80,3685,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,59.75,2,4,0.4912621359223301
0,1,1,24,1,0,54.75,1338.15,1,97,5699,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,53.526,1,3,0.040884142926483215
1,0,0,1,1,1,91.3,91.3,1,71,2371,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,45.65,2,4,0.9891657638136512
0,0,0,1,1,1,79.5,79.5,1,92,4490,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,39.75,1,3,0.9875776397515528
1,1,0,7,1,1,70.1,467.55,1,83,3669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58.44375,0,2,0.14961050048020488
0,1,0,67,1,1,111.3,7482.1,1,85,4146,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,4,110.03088235294118,5,10,0.014873514987104274
1,1,0,57,1,1,95.25,5427.05,1,86,6259,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,93.5698275862069,3,8,0.01754773813800536
0,1,0,7,1,1,86.25,587.1,1,89,3344,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,73.3875,2,4,0.1466587315082469
1,1,0,1,1,1,100.8,100.8,1,65,3128,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,50.4,3,5,0.9901768172888016
0,0,0,14,1,1,86.3,1180.95,1,74,3677,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,78.73,2,5,0.07301493294978637
0,0,0,28,1,1,89.95,2625.55,1,90,2468,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,90.53620689655173,2,6,0.03424644495631151
1,1,0,17,1,1,76.45,1233.4,1,92,3266,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,68.52222222222223,1,4,0.06193292287751134
0,0,0,10,1,1,70.0,740.0,1,67,3156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,67.27272727272727,0,2,0.09446693657219973
0,0,0,34,1,1,64.4,2088.75,1,75,5189,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,59.67857142857143,3,7,0.03081708338317981
0,1,0,1,1,1,102.45,102.45,1,85,4811,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,51.225,4,6,0.9903334944417593
0,0,0,3,1,0,80.1,217.55,1,65,4330,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,54.3875,2,3,0.366506520247083
0,0,0,2,1,1,80.2,146.05,1,85,4381,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,48.68333333333334,1,3,0.5453927235634137
0,0,0,6,1,1,98.15,567.45,1,80,3578,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,81.06428571428572,5,7,0.17266250329844313
0,0,0,12,1,1,112.95,1384.75,1,97,3965,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,106.51923076923077,5,7,0.081508208551326
0,0,0,1,1,0,70.9,70.9,1,78,4739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.45,0,1,0.9860917941585535
1,0,0,3,1,1,86.85,220.95,1,70,3561,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,55.2375,2,4,0.391304347826087
0,1,0,23,1,1,99.85,2331.3,1,83,3425,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,97.1375,4,7,0.04281181666166445
0,1,0,1,1,1,74.5,74.5,1,75,5554,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37.25,0,2,0.9867549668874173
0,0,0,65,1,1,109.15,6941.2,1,99,6001,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,4,105.16969696969697,5,10,0.015722681570683645
0,0,0,16,1,1,65.2,1043.35,1,73,4722,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,61.3735294117647,2,5,0.062431177287307904
1,1,0,66,1,1,99.5,6822.15,1,96,4479,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4,101.82313432835821,3,8,0.014582707400540807
0,0,0,1,1,1,71.55,71.55,1,98,5739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35.775,0,2,0.9862164024810476
0,1,0,53,1,0,93.9,5029.2,1,68,5543,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,93.13333333333333,3,7,0.01866724981114071
1,1,0,69,1,1,108.4,7318.2,1,73,4708,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,4,104.54571428571428,5,10,0.014810361788173573
0,1,0,13,0,1,48.75,633.4,1,86,2655,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,45.24285714285714,3,6,0.07684426229508197
0,0,0,4,1,1,85.65,321.65,1,96,3223,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,64.33,1,3,0.2654579265457927
0,0,0,12,1,1,106.7,1253.9,1,92,2406,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,96.45384615384616,4,6,0.08502669535421149
0,0,0,1,0,1,25.15,25.15,1,99,5386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12.575,0,2,0.9617590822179732
0,1,0,54,1,0,110.35,5893.15,1,90,6189,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,4,107.14818181818181,5,9,0.0187219531230118
0,1,0,48,1,1,103.25,5037.55,1,71,4736,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,102.80714285714286,4,8,0.020492006628891248
0,0,0,2,1,1,47.8,92.45,1,89,4134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30.816666666666666,1,3,0.5115034777956126
0,0,0,29,1,1,98.6,2933.2,1,72,5144,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,3,97.77333333333333,3,7,0.03360370799536501
1,1,0,15,1,1,83.05,1258.3,1,70,2596,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,78.64375,2,5,0.06594933693321686
0,1,0,17,1,1,70.4,1214.05,1,67,4469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67.44722222222222,0,3,0.057940002469034205
1,0,0,56,1,1,104.75,5510.65,1,93,5605,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,4,96.67807017543859,4,9,0.019005198080429636
1,0,0,21,1,1,94.25,1973.75,1,73,4819,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,89.7159090909091,2,5,0.04772756045068996
0,0,1,1,1,0,45.95,45.95,1,82,4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.975,0,1,0.9787007454739084
1,0,0,1,1,1,70.15,70.15,1,71,2825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35.075,0,2,0.9859451862262825
